id_medicao,id_cliente,data_medicao,consumo_kwh,tipo_medicao
338,338,01/01/2024,3728.68,Normal
339,339,01/01/2024,1291.39,Normal
340,340,01/01/2024,3137.34,Normal
341,341,01/01/2024,678.81,Normal
342,342,01/01/2024,2581.34,Normal
343,343,01/01/2024,3043.04,Normal
344,344,01/01/2024,3319.39,Normal
345,345,01/01/2024,2556.12,Normal
346,346,01/01/2024,3057.43,Normal
347,347,01/01/2024,3632.29,Normal
348,348,01/01/2024,2768.42,Normal
349,349,01/01/2024,93.32,Normal
350,350,01/01/2024,2897.36,Normal
351,351,01/01/2024,1135.32,Normal
352,352,01/01/2024,2646.35,Normal
353,353,01/01/2024,0.0,Normal
354,354,01/01/2024,3267.79,Normal
355,355,01/01/2024,1509.92,Normal
356,356,01/01/2024,2084.8,Normal
357,357,01/01/2024,3394.45,Normal
358,358,01/01/2024,364.04,Normal
359,359,01/01/2024,2786.79,Normal
360,360,01/01/2024,544.83,Normal
361,361,01/01/2024,2724.65,Normal
362,362,01/01/2024,3472.14,Estimada
363,363,01/01/2024,2570.33,Estimada
364,364,01/01/2024,3571.19,Normal
365,365,01/01/2024,3183.76,Normal
366,366,01/01/2024,2691.89,Estimada
367,367,01/01/2024,3194.94,Normal
368,368,01/01/2024,113.82,Normal
369,369,01/01/2024,248.95,Normal
370,370,01/01/2024,3279.35,Estimada
371,371,01/01/2024,2370.63,Estimada
372,372,01/01/2024,0.0,Normal
373,373,01/01/2024,3138.35,Normal
374,374,01/01/2024,866.07,Normal
375,375,01/01/2024,3067.09,Normal
376,376,01/01/2024,3056.39,Normal
377,377,01/01/2024,2700.82,Estimada
378,378,01/01/2024,1320.52,Normal
379,379,01/01/2024,3223.68,Normal
380,380,01/01/2024,2393.04,Normal
381,381,01/01/2024,3397.85,Normal
382,382,01/01/2024,3309.33,Normal
383,383,01/01/2024,2841.21,Normal
384,384,01/01/2024,162.27,Normal
385,385,01/01/2024,3234.78,Estimada
386,386,01/01/2024,2496.72,Normal
387,387,01/01/2024,387.87,Normal
388,388,01/01/2024,2702.91,Normal
389,389,01/01/2024,202.82,Normal
390,390,01/01/2024,2903.84,Normal
391,391,01/01/2024,671.31,Normal
392,392,01/01/2024,610.03,Normal
393,393,01/01/2024,3429.63,Normal
394,394,01/01/2024,673.09,Normal
395,395,01/01/2024,2219.55,Normal
396,396,01/01/2024,2285.98,Normal
397,397,01/01/2024,2880.86,Normal
398,398,01/01/2024,2493.13,Normal
399,399,01/01/2024,2975.31,Normal
400,400,01/01/2024,2848.52,Estimada
401,401,01/01/2024,694.12,Estimada
402,402,01/01/2024,151.79,Normal
403,403,01/01/2024,3421.71,Estimada
404,404,01/01/2024,3247.61,Normal
405,405,01/01/2024,1520.87,Normal
406,406,01/01/2024,3471.16,Normal
407,407,01/01/2024,2264.15,Normal
408,408,01/01/2024,2868.91,Normal
409,409,01/01/2024,0.0,Normal
410,410,01/01/2024,3264.15,Normal
411,411,01/01/2024,872.7,Normal
412,412,01/01/2024,2557.04,Normal
413,413,01/01/2024,2400.95,Estimada
414,414,01/01/2024,0.0,Normal
415,415,01/01/2024,1119.32,Normal
416,416,01/01/2024,557.36,Normal
417,417,01/01/2024,3426.18,Normal
418,418,01/01/2024,2657.74,Normal
419,419,01/01/2024,2595.93,Normal
420,420,01/01/2024,142.26,Normal
421,421,01/01/2024,2743.34,Normal
422,422,01/01/2024,3013.86,Normal
423,423,01/01/2024,241.04,Estimada
424,424,01/01/2024,3120.52,Normal
425,425,01/01/2024,305.71,Normal
426,426,01/01/2024,2557.59,Normal
427,427,01/01/2024,2961.23,Normal
428,428,01/01/2024,3317.27,Normal
429,429,01/01/2024,2594.26,Normal
430,430,01/01/2024,694.36,Normal
431,431,01/01/2024,396.18,Estimada
432,432,01/01/2024,0.0,Normal
433,433,01/01/2024,3453.43,Normal
434,434,01/01/2024,2892.25,Normal
435,435,01/01/2024,903.28,Normal
436,436,01/01/2024,603.02,Normal
437,437,01/01/2024,2292.52,Normal
438,438,01/01/2024,0.0,Normal
439,439,01/01/2024,2356.03,Normal
440,440,01/01/2024,1684.28,Normal
441,441,01/01/2024,3148.96,Normal
442,442,01/01/2024,3144.37,Normal
443,443,01/01/2024,2274.64,Normal
444,444,01/01/2024,2841.62,Normal
445,445,01/01/2024,914.66,Normal
446,446,01/01/2024,2709.08,Normal
447,447,01/01/2024,1019.12,Normal
448,448,01/01/2024,3043.18,Normal
449,449,01/01/2024,2853.23,Normal
450,450,01/01/2024,556.57,Estimada
451,451,01/01/2024,315.22,Normal
452,452,01/01/2024,2438.24,Normal
453,453,01/01/2024,2409.03,Normal
454,454,01/01/2024,917.75,Normal
455,455,01/01/2024,3343.93,Normal
456,456,01/01/2024,3209.83,Normal
457,457,01/01/2024,2811.5,Normal
458,458,01/01/2024,3287.89,Normal
459,459,01/01/2024,2664.87,Normal
460,460,01/01/2024,3133.7,Normal
461,461,01/01/2024,2897.39,Normal
462,462,01/01/2024,3428.94,Normal
463,463,01/01/2024,3891.04,Normal
464,464,01/01/2024,0.0,Normal
465,465,01/01/2024,527.79,Normal
466,466,01/01/2024,4273.42,Normal
467,467,01/01/2024,2849.37,Normal
468,468,01/01/2024,2841.33,Normal
469,469,01/01/2024,3641.05,Estimada
470,470,01/01/2024,3058.43,Normal
471,471,01/01/2024,658.47,Normal
472,472,01/01/2024,3950.47,Normal
473,473,01/01/2024,3399.13,Normal
474,474,01/01/2024,402.07,Normal
475,475,01/01/2024,3667.9,Normal
476,476,01/01/2024,2929.58,Normal
477,477,01/01/2024,352.01,Normal
478,478,01/01/2024,3541.8,Normal
479,479,01/01/2024,3131.18,Normal
480,480,01/01/2024,1025.6,Normal
481,481,01/01/2024,1595.41,Normal
482,482,01/01/2024,0.0,Normal
483,483,01/01/2024,363.79,Normal
484,484,01/01/2024,462.54,Normal
485,485,01/01/2024,0.0,Normal
486,486,01/01/2024,522.13,Normal
487,487,01/01/2024,3113.83,Normal
488,488,01/01/2024,1942.04,Normal
489,489,01/01/2024,1136.82,Normal
490,490,01/01/2024,2750.87,Normal
491,491,01/01/2024,3053.58,Normal
492,492,01/01/2024,3598.35,Normal
493,493,01/01/2024,2530.91,Normal
494,494,01/01/2024,570.93,Estimada
495,495,01/01/2024,2442.63,Normal
496,496,01/01/2024,3048.84,Normal
497,497,01/01/2024,2925.74,Normal
498,498,01/01/2024,3368.19,Normal
499,499,01/01/2024,2979.71,Normal
500,500,01/01/2024,0.0,Normal
501,501,01/01/2024,2298.12,Normal
502,502,01/01/2024,2273.42,Normal
503,503,01/01/2024,507.16,Normal
504,504,01/01/2024,578.09,Normal
505,505,01/01/2024,490.85,Normal
506,506,01/01/2024,3198.62,Normal
507,507,01/01/2024,828.24,Normal
508,508,01/01/2024,2754.61,Normal
509,509,01/01/2024,69.97,Normal
510,510,01/01/2024,3278.42,Normal
511,511,01/01/2024,3317.45,Normal
512,512,01/01/2024,2745.64,Normal
513,513,01/01/2024,3162.2,Normal
514,514,01/01/2024,321.04,Normal
515,515,01/01/2024,48.96,Normal
516,516,01/01/2024,3530.32,Normal
517,517,01/01/2024,1359.43,Normal
518,518,01/01/2024,2856.45,Normal
519,519,01/01/2024,3261.88,Normal
520,520,01/01/2024,635.71,Normal
521,521,01/01/2024,2155.72,Normal
522,522,01/01/2024,1071.08,Normal
523,523,01/01/2024,3163.4,Normal
524,524,01/01/2024,3814.5,Normal
525,525,01/01/2024,2738.23,Estimada
526,526,01/01/2024,481.32,Estimada
527,527,01/01/2024,45.32,Normal
528,528,01/01/2024,3014.44,Normal
529,529,01/01/2024,2958.2,Normal
530,530,01/01/2024,2037.76,Normal
531,531,01/01/2024,4041.17,Estimada
532,532,01/01/2024,0.0,Normal
533,533,01/01/2024,3268.2,Normal
534,534,01/01/2024,3153.47,Normal
535,535,01/01/2024,1258.76,Normal
536,536,01/01/2024,3847.66,Normal
537,537,01/01/2024,2488.39,Normal
538,538,01/01/2024,2602.79,Normal
539,539,01/01/2024,3361.35,Normal
540,540,01/01/2024,2568.82,Estimada
541,541,01/01/2024,1619.87,Normal
542,542,01/01/2024,3230.04,Normal
543,543,01/01/2024,1107.13,Normal
544,544,01/01/2024,2566.0,Normal
545,545,01/01/2024,3604.63,Normal
546,546,01/01/2024,2280.22,Normal
547,547,01/01/2024,3090.29,Normal
548,548,01/01/2024,572.62,Normal
549,549,01/01/2024,3769.8,Normal
550,550,01/01/2024,2651.92,Normal
551,551,01/01/2024,4054.72,Normal
552,552,01/01/2024,3392.3,Normal
553,553,01/01/2024,3195.31,Normal
554,554,01/01/2024,3396.47,Normal
555,555,01/01/2024,2931.78,Normal
556,556,01/01/2024,2191.08,Normal
557,557,01/01/2024,2449.17,Normal
558,558,01/01/2024,818.15,Normal
559,559,01/01/2024,2605.53,Normal
560,560,01/01/2024,2764.59,Normal
561,561,01/01/2024,3575.15,Normal
562,562,01/01/2024,639.92,Normal
563,563,01/01/2024,3740.62,Normal
564,564,01/01/2024,2760.71,Normal
565,565,01/01/2024,431.61,Normal
566,566,01/01/2024,3544.92,Normal
567,567,01/01/2024,3212.65,Normal
568,568,01/01/2024,4109.37,Normal
569,569,01/01/2024,2457.73,Normal
570,570,01/01/2024,2491.88,Normal
571,571,01/01/2024,3113.15,Normal
572,572,01/01/2024,713.73,Normal
573,573,01/01/2024,17.85,Normal
574,574,01/01/2024,3467.94,Normal
575,575,01/01/2024,780.15,Normal
576,576,01/01/2024,192.19,Normal
577,577,01/01/2024,3094.86,Normal
578,578,01/01/2024,950.81,Normal
579,579,01/01/2024,592.45,Normal
580,580,01/01/2024,2473.52,Normal
581,581,01/01/2024,2060.22,Estimada
582,582,01/01/2024,2405.46,Normal
583,583,01/01/2024,3369.04,Normal
584,584,01/01/2024,3055.44,Normal
585,585,01/01/2024,2792.77,Normal
586,586,01/01/2024,2695.71,Normal
587,587,01/01/2024,2670.86,Normal
588,588,01/01/2024,2803.12,Estimada
589,589,01/01/2024,2907.33,Normal
590,590,01/01/2024,0.0,Estimada
591,591,01/01/2024,498.25,Normal
592,592,01/01/2024,2515.0,Normal
593,593,01/01/2024,2501.88,Normal
594,594,01/01/2024,2969.23,Normal
595,595,01/01/2024,3109.96,Normal
596,596,01/01/2024,2336.95,Normal
597,597,01/01/2024,966.89,Normal
598,598,01/01/2024,2837.32,Normal
599,599,01/01/2024,824.07,Normal
600,600,01/01/2024,877.93,Normal
601,601,01/01/2024,3069.15,Normal
602,602,01/01/2024,330.04,Normal
603,603,01/01/2024,1001.04,Normal
604,604,01/01/2024,3258.6,Normal
605,605,01/01/2024,649.19,Normal
606,606,01/01/2024,2682.55,Estimada
607,607,01/01/2024,3251.64,Estimada
608,608,01/01/2024,906.54,Normal
609,609,01/01/2024,2570.46,Estimada
610,610,01/01/2024,3597.67,Normal
611,611,01/01/2024,808.52,Normal
612,612,01/01/2024,683.69,Normal
613,613,01/01/2024,2865.5,Normal
614,614,01/01/2024,1282.59,Normal
615,615,01/01/2024,2618.43,Normal
616,616,01/01/2024,567.88,Normal
617,617,01/01/2024,2869.52,Normal
618,618,01/01/2024,2356.11,Normal
619,619,01/01/2024,2576.69,Normal
620,620,01/01/2024,3365.62,Normal
621,621,01/01/2024,3941.18,Normal
622,622,01/01/2024,893.16,Normal
623,623,01/01/2024,759.93,Normal
624,624,01/01/2024,1471.8,Normal
625,625,01/01/2024,32.82,Normal
626,626,01/01/2024,2666.88,Normal
627,627,01/01/2024,3156.03,Normal
628,628,01/01/2024,574.97,Normal
629,629,01/01/2024,3086.3,Normal
630,630,01/01/2024,278.64,Estimada
631,631,01/01/2024,593.9,Normal
632,632,01/01/2024,2203.14,Normal
633,633,01/01/2024,3735.16,Normal
634,634,01/01/2024,662.72,Normal
635,635,01/01/2024,916.45,Normal
636,636,01/01/2024,625.89,Normal
637,637,01/01/2024,3451.72,Normal
638,638,01/01/2024,3030.3,Normal
639,639,01/01/2024,3621.59,Normal
640,640,01/01/2024,2550.59,Normal
641,641,01/01/2024,3557.26,Estimada
642,642,01/01/2024,3556.97,Normal
643,643,01/01/2024,2155.47,Normal
644,644,01/01/2024,140.34,Normal
645,645,01/01/2024,3327.33,Normal
646,646,01/01/2024,592.33,Normal
647,647,01/01/2024,2914.91,Normal
648,648,01/01/2024,2342.97,Normal
649,649,01/01/2024,976.84,Normal
650,650,01/01/2024,2977.62,Normal
651,651,01/01/2024,3005.09,Normal
652,652,01/01/2024,592.47,Normal
653,653,01/01/2024,3142.96,Normal
654,654,01/01/2024,90.5,Normal
655,655,01/01/2024,3015.51,Normal
656,656,01/01/2024,3311.76,Normal
657,657,01/01/2024,2588.78,Normal
658,658,01/01/2024,3658.48,Normal
659,659,01/01/2024,1024.99,Normal
660,660,01/01/2024,2841.11,Normal
661,661,01/01/2024,379.54,Normal
662,662,01/01/2024,0.0,Estimada
663,663,01/01/2024,3281.16,Normal
664,664,01/01/2024,3208.63,Normal
665,665,01/01/2024,2725.43,Normal
666,666,01/01/2024,1134.84,Normal
667,667,01/01/2024,530.16,Normal
668,668,01/01/2024,2338.36,Normal
669,669,01/01/2024,2721.36,Normal
670,670,01/01/2024,2271.58,Normal
671,671,01/01/2024,2247.94,Normal
672,672,01/01/2024,0.0,Normal
673,673,01/01/2024,2957.72,Normal
674,674,01/01/2024,2663.86,Normal
675,675,01/01/2024,0.0,Normal
676,676,01/01/2024,1305.09,Estimada
677,677,01/01/2024,2598.01,Estimada
678,678,01/01/2024,3373.04,Normal
679,679,01/01/2024,2457.27,Normal
680,680,01/01/2024,3354.21,Normal
681,681,01/01/2024,2033.28,Normal
682,682,01/01/2024,3844.4,Normal
683,683,01/01/2024,391.02,Estimada
684,684,01/01/2024,2444.67,Normal
685,685,01/01/2024,3710.13,Normal
686,686,01/01/2024,2732.64,Normal
687,687,01/01/2024,0.0,Normal
688,688,01/01/2024,606.82,Normal
689,689,01/01/2024,2784.95,Normal
690,690,01/01/2024,543.18,Normal
691,691,01/01/2024,838.58,Normal
692,692,01/01/2024,2817.32,Normal
693,693,01/01/2024,949.72,Normal
694,694,01/01/2024,3372.29,Normal
695,695,01/01/2024,1537.54,Normal
696,696,01/01/2024,1123.91,Normal
697,697,01/01/2024,2916.4,Normal
698,698,01/01/2024,3333.08,Normal
699,699,01/01/2024,175.09,Normal
700,700,01/01/2024,566.98,Normal
701,701,01/01/2024,2708.94,Normal
702,702,01/01/2024,205.98,Normal
703,703,01/01/2024,2703.1,Normal
