id_medicao,id_cliente,data_medicao,consumo_kwh,tipo_medicao
86,86,2024-01-01,1907.14,Normal
87,87,2024-01-01,1159.38,Normal
88,88,2024-01-01,543.43,Normal
89,89,2024-01-01,0.0,Normal
90,90,2024-01-01,3765.37,Normal
91,91,2024-01-01,2766.59,Normal
92,92,2024-01-01,2786.34,Normal
93,93,2024-01-01,3261.21,Normal
94,94,2024-01-01,3103.42,Normal
95,95,2024-01-01,627.12,Normal
96,96,2024-01-01,260.29,Estimada
97,97,2024-01-01,3045.72,Normal
98,98,2024-01-01,1157.2,Normal
99,99,2024-01-01,2729.84,Normal
100,100,2024-01-01,3256.77,Normal
101,101,2024-01-01,2588.69,Normal
102,102,2024-01-01,2924.83,Normal
103,103,2024-01-01,0.0,Normal
104,104,2024-01-01,3034.24,Normal
105,105,2024-01-01,1773.02,Normal
106,106,2024-01-01,3206.53,Normal
107,107,2024-01-01,2768.53,Estimada
108,108,2024-01-01,2459.29,Normal
109,109,2024-01-01,0.0,Normal
110,110,2024-01-01,687.54,Normal
111,111,2024-01-01,717.78,Normal
112,112,2024-01-01,946.13,Normal
113,113,2024-01-01,2877.6,Normal
114,114,2024-01-01,2436.25,Normal
115,115,2024-01-01,2959.87,Normal
116,116,2024-01-01,3546.64,Normal
117,117,2024-01-01,0.0,Normal
118,118,2024-01-01,2629.98,Normal
119,119,2024-01-01,3367.12,Normal
120,120,2024-01-01,2323.92,Normal
121,121,2024-01-01,3333.49,Normal
122,122,2024-01-01,2225.23,Normal
123,123,2024-01-01,3854.27,Normal
124,124,2024-01-01,2793.74,Normal
125,125,2024-01-01,3194.98,Normal
126,126,2024-01-01,3602.03,Estimada
127,127,2024-01-01,2625.68,Normal
128,128,2024-01-01,3434.05,Normal
129,129,2024-01-01,0.0,Normal
130,130,2024-01-01,0.0,Normal
131,131,2024-01-01,3619.27,Normal
132,132,2024-01-01,2892.53,Normal
133,133,2024-01-01,2327.32,Normal
134,134,2024-01-01,912.01,Normal
135,135,2024-01-01,2876.75,Normal
136,136,2024-01-01,0.0,Normal
137,137,2024-01-01,0.0,Estimada
138,138,2024-01-01,0.0,Normal
139,139,2024-01-01,934.22,Normal
140,140,2024-01-01,2101.99,Estimada
141,141,2024-01-01,3655.61,Normal
142,142,2024-01-01,847.2,Normal
143,143,2024-01-01,3624.57,Normal
144,144,2024-01-01,2849.95,Normal
145,145,2024-01-01,2989.99,Normal
146,146,2024-01-01,3191.81,Normal
147,147,2024-01-01,932.66,Normal
148,148,2024-01-01,3382.05,Normal
149,149,2024-01-01,2881.71,Normal
150,150,2024-01-01,301.8,Normal
151,151,2024-01-01,3077.71,Normal
152,152,2024-01-01,4232.87,Normal
153,153,2024-01-01,354.6,Normal
154,154,2024-01-01,2796.09,Normal
155,155,2024-01-01,2389.84,Normal
156,156,2024-01-01,140.66,Normal
157,157,2024-01-01,3096.67,Normal
158,158,2024-01-01,451.86,Normal
159,159,2024-01-01,682.65,Normal
160,160,2024-01-01,1201.04,Normal
161,161,2024-01-01,1742.48,Normal
162,162,2024-01-01,514.1,Normal
163,163,2024-01-01,3186.53,Normal
164,164,2024-01-01,4000.97,Normal
165,165,2024-01-01,3289.06,Normal
166,166,2024-01-01,2738.8,Normal
167,167,2024-01-01,2782.94,Estimada
168,168,2024-01-01,2728.11,Normal
169,169,2024-01-01,3061.62,Normal
170,170,2024-01-01,3354.73,Normal
171,171,2024-01-01,0.0,Normal
172,172,2024-01-01,3150.86,Normal
173,173,2024-01-01,3143.46,Normal
174,174,2024-01-01,2942.19,Normal
175,175,2024-01-01,2969.74,Normal
176,176,2024-01-01,2474.15,Normal
177,177,2024-01-01,3120.93,Estimada
178,178,2024-01-01,2515.24,Normal
179,179,2024-01-01,3362.88,Normal
180,180,2024-01-01,2770.52,Normal
181,181,2024-01-01,2171.78,Normal
182,182,2024-01-01,3628.22,Normal
183,183,2024-01-01,218.7,Normal
184,184,2024-01-01,2699.21,Normal
185,185,2024-01-01,2252.06,Normal
186,186,2024-01-01,941.05,Normal
187,187,2024-01-01,115.12,Normal
188,188,2024-01-01,2719.77,Normal
189,189,2024-01-01,2362.82,Normal
190,190,2024-01-01,813.04,Normal
191,191,2024-01-01,745.32,Normal
192,192,2024-01-01,2486.05,Normal
193,193,2024-01-01,2783.73,Normal
194,194,2024-01-01,1163.54,Normal
195,195,2024-01-01,2028.01,Normal
196,196,2024-01-01,4349.86,Normal
197,197,2024-01-01,383.66,Normal
198,198,2024-01-01,2476.76,Normal
199,199,2024-01-01,2503.27,Normal
200,200,2024-01-01,789.7,Normal
201,201,2024-01-01,3208.12,Normal
202,202,2024-01-01,1038.09,Normal
203,203,2024-01-01,2938.83,Normal
204,204,2024-01-01,2782.42,Normal
205,205,2024-01-01,2128.59,Normal
206,206,2024-01-01,497.52,Normal
207,207,2024-01-01,2805.2,Normal
208,208,2024-01-01,776.92,Normal
209,209,2024-01-01,1005.95,Normal
210,210,2024-01-01,3160.53,Estimada
211,211,2024-01-01,3232.52,Normal
212,212,2024-01-01,3083.33,Normal
213,213,2024-01-01,3162.59,Normal
214,214,2024-01-01,416.64,Normal
215,215,2024-01-01,490.83,Normal
216,216,2024-01-01,3655.89,Normal
217,217,2024-01-01,3183.23,Normal
218,218,2024-01-01,2871.52,Normal
219,219,2024-01-01,2697.83,Normal
220,220,2024-01-01,2962.09,Normal
221,221,2024-01-01,1046.53,Normal
222,222,2024-01-01,3287.68,Normal
223,223,2024-01-01,0.0,Normal
224,224,2024-01-01,592.88,Estimada
225,225,2024-01-01,194.56,Normal
226,226,2024-01-01,3597.27,Normal
227,227,2024-01-01,101.02,Normal
228,228,2024-01-01,427.63,Normal
229,229,2024-01-01,2658.2,Estimada
230,230,2024-01-01,854.77,Normal
231,231,2024-01-01,2894.33,Estimada
232,232,2024-01-01,2941.3,Normal
233,233,2024-01-01,345.73,Normal
234,234,2024-01-01,3343.47,Normal
235,235,2024-01-01,2981.61,Estimada
236,236,2024-01-01,2492.39,Normal
237,237,2024-01-01,2463.19,Normal
238,238,2024-01-01,3182.14,Normal
239,239,2024-01-01,2585.48,Normal
240,240,2024-01-01,3100.85,Normal
241,241,2024-01-01,2442.76,Normal
242,242,2024-01-01,2815.51,Estimada
243,243,2024-01-01,477.06,Normal
244,244,2024-01-01,4021.49,Estimada
245,245,2024-01-01,2393.77,Normal
246,246,2024-01-01,3567.74,Normal
247,247,2024-01-01,4064.47,Normal
248,248,2024-01-01,3344.34,Estimada
249,249,2024-01-01,686.25,Normal
250,250,2024-01-01,3799.56,Normal
251,251,2024-01-01,3562.4,Normal
252,252,2024-01-01,100.3,Normal
253,253,2024-01-01,229.92,Normal
254,254,2024-01-01,657.03,Normal
255,255,2024-01-01,493.31,Normal
256,256,2024-01-01,3268.21,Normal
257,257,2024-01-01,3739.06,Normal
258,258,2024-01-01,2752.15,Normal
259,259,2024-01-01,3081.33,Normal
260,260,2024-01-01,2571.85,Normal
261,261,2024-01-01,603.12,Normal
262,262,2024-01-01,0.0,Normal
263,263,2024-01-01,2822.34,Normal
264,264,2024-01-01,805.12,Normal
265,265,2024-01-01,0.0,Normal
266,266,2024-01-01,1038.98,Normal
267,267,2024-01-01,3772.26,Normal
268,268,2024-01-01,3472.6,Normal
269,269,2024-01-01,3598.45,Normal
270,270,2024-01-01,541.54,Normal
271,271,2024-01-01,886.92,Normal
272,272,2024-01-01,3561.09,Normal
273,273,2024-01-01,615.76,Normal
274,274,2024-01-01,0.0,Normal
275,275,2024-01-01,3605.37,Normal
276,276,2024-01-01,3309.52,Normal
277,277,2024-01-01,2803.01,Normal
278,278,2024-01-01,2794.09,Normal
279,279,2024-01-01,3014.52,Normal
280,280,2024-01-01,3537.66,Normal
281,281,2024-01-01,3367.13,Normal
282,282,2024-01-01,3.31,Normal
283,283,2024-01-01,1303.06,Normal
284,284,2024-01-01,1281.23,Normal
285,285,2024-01-01,3.83,Normal
286,286,2024-01-01,3192.94,Normal
287,287,2024-01-01,3040.78,Normal
288,288,2024-01-01,3653.28,Normal
289,289,2024-01-01,61.18,Normal
290,290,2024-01-01,3391.25,Normal
291,291,2024-01-01,3308.84,Normal
292,292,2024-01-01,3349.12,Normal
293,293,2024-01-01,3227.84,Normal
294,294,2024-01-01,2459.15,Normal
295,295,2024-01-01,3425.05,Estimada
296,296,2024-01-01,937.86,Normal
297,297,2024-01-01,3178.08,Normal
298,298,2024-01-01,3024.34,Normal
299,299,2024-01-01,3843.49,Normal
300,300,2024-01-01,3836.97,Estimada
301,301,2024-01-01,2794.29,Normal
302,302,2024-01-01,764.37,Normal
303,303,2024-01-01,0.0,Estimada
304,304,2024-01-01,2600.25,Normal
305,305,2024-01-01,2756.62,Estimada
306,306,2024-01-01,3070.92,Estimada
307,307,2024-01-01,2862.89,Estimada
308,308,2024-01-01,2500.34,Normal
309,309,2024-01-01,2522.97,Normal
310,310,2024-01-01,2523.2,Estimada
311,311,2024-01-01,2465.37,Normal
312,312,2024-01-01,0.0,Normal
313,313,2024-01-01,3086.96,Normal
314,314,2024-01-01,2915.37,Normal
315,315,2024-01-01,2026.06,Normal
316,316,2024-01-01,3391.86,Normal
317,317,2024-01-01,424.58,Normal
318,318,2024-01-01,381.5,Normal
319,319,2024-01-01,1079.9,Normal
320,320,2024-01-01,2811.54,Normal
321,321,2024-01-01,3204.17,Normal
322,322,2024-01-01,2997.65,Normal
323,323,2024-01-01,2721.36,Normal
324,324,2024-01-01,2467.98,Estimada
325,325,2024-01-01,88.44,Normal
326,326,2024-01-01,2917.91,Normal
327,327,2024-01-01,1006.03,Normal
328,328,2024-01-01,1857.93,Normal
329,329,2024-01-01,0.0,Normal
330,330,2024-01-01,3275.78,Normal
331,331,2024-01-01,3202.13,Normal
332,332,2024-01-01,57.99,Normal
333,333,2024-01-01,2938.41,Normal
334,334,2024-01-01,3559.63,Normal
335,335,2024-01-01,2848.88,Normal
336,336,2024-01-01,3111.76,Estimada
337,337,2024-01-01,2993.2,Normal
338,338,2024-01-01,3728.68,Normal
339,339,2024-01-01,1291.39,Normal
340,340,2024-01-01,3137.34,Normal
341,341,2024-01-01,678.81,Normal
342,342,2024-01-01,2581.34,Normal
343,343,2024-01-01,3043.04,Normal
344,344,2024-01-01,3319.39,Normal
345,345,2024-01-01,2556.12,Normal
346,346,2024-01-01,3057.43,Normal
347,347,2024-01-01,3632.29,Normal
348,348,2024-01-01,2768.42,Normal
349,349,2024-01-01,93.32,Normal
350,350,2024-01-01,2897.36,Normal
351,351,2024-01-01,1135.32,Normal
352,352,2024-01-01,2646.35,Normal
353,353,2024-01-01,0.0,Normal
354,354,2024-01-01,3267.79,Normal
355,355,2024-01-01,1509.92,Normal
356,356,2024-01-01,2084.8,Normal
357,357,2024-01-01,3394.45,Normal
358,358,2024-01-01,364.04,Normal
359,359,2024-01-01,2786.79,Normal
360,360,2024-01-01,544.83,Normal
361,361,2024-01-01,2724.65,Normal
362,362,2024-01-01,3472.14,Estimada
363,363,2024-01-01,2570.33,Estimada
364,364,2024-01-01,3571.19,Normal
365,365,2024-01-01,3183.76,Normal
366,366,2024-01-01,2691.89,Estimada
367,367,2024-01-01,3194.94,Normal
368,368,2024-01-01,113.82,Normal
369,369,2024-01-01,248.95,Normal
370,370,2024-01-01,3279.35,Estimada
371,371,2024-01-01,2370.63,Estimada
372,372,2024-01-01,0.0,Normal
373,373,2024-01-01,3138.35,Normal
374,374,2024-01-01,866.07,Normal
375,375,2024-01-01,3067.09,Normal
376,376,2024-01-01,3056.39,Normal
377,377,2024-01-01,2700.82,Estimada
378,378,2024-01-01,1320.52,Normal
379,379,2024-01-01,3223.68,Normal
380,380,2024-01-01,2393.04,Normal
381,381,2024-01-01,3397.85,Normal
382,382,2024-01-01,3309.33,Normal
383,383,2024-01-01,2841.21,Normal
384,384,2024-01-01,162.27,Normal
385,385,2024-01-01,3234.78,Estimada
386,386,2024-01-01,2496.72,Normal
387,387,2024-01-01,387.87,Normal
388,388,2024-01-01,2702.91,Normal
389,389,2024-01-01,202.82,Normal
390,390,2024-01-01,2903.84,Normal
391,391,2024-01-01,671.31,Normal
392,392,2024-01-01,610.03,Normal
393,393,2024-01-01,3429.63,Normal
394,394,2024-01-01,673.09,Normal
395,395,2024-01-01,2219.55,Normal
396,396,2024-01-01,2285.98,Normal
397,397,2024-01-01,2880.86,Normal
398,398,2024-01-01,2493.13,Normal
399,399,2024-01-01,2975.31,Normal
400,400,2024-01-01,2848.52,Estimada
401,401,2024-01-01,694.12,Estimada
402,402,2024-01-01,151.79,Normal
403,403,2024-01-01,3421.71,Estimada
404,404,2024-01-01,3247.61,Normal
405,405,2024-01-01,1520.87,Normal
406,406,2024-01-01,3471.16,Normal
407,407,2024-01-01,2264.15,Normal
408,408,2024-01-01,2868.91,Normal
409,409,2024-01-01,0.0,Normal
410,410,2024-01-01,3264.15,Normal
411,411,2024-01-01,872.7,Normal
412,412,2024-01-01,2557.04,Normal
413,413,2024-01-01,2400.95,Estimada
414,414,2024-01-01,0.0,Normal
415,415,2024-01-01,1119.32,Normal
416,416,2024-01-01,557.36,Normal
417,417,2024-01-01,3426.18,Normal
418,418,2024-01-01,2657.74,Normal
419,419,2024-01-01,2595.93,Normal
420,420,2024-01-01,142.26,Normal
421,421,2024-01-01,2743.34,Normal
422,422,2024-01-01,3013.86,Normal
423,423,2024-01-01,241.04,Estimada
424,424,2024-01-01,3120.52,Normal
425,425,2024-01-01,305.71,Normal
426,426,2024-01-01,2557.59,Normal
427,427,2024-01-01,2961.23,Normal
428,428,2024-01-01,3317.27,Normal
429,429,2024-01-01,2594.26,Normal
430,430,2024-01-01,694.36,Normal
431,431,2024-01-01,396.18,Estimada
432,432,2024-01-01,0.0,Normal
433,433,2024-01-01,3453.43,Normal
434,434,2024-01-01,2892.25,Normal
435,435,2024-01-01,903.28,Normal
436,436,2024-01-01,603.02,Normal
437,437,2024-01-01,2292.52,Normal
438,438,2024-01-01,0.0,Normal
439,439,2024-01-01,2356.03,Normal
440,440,2024-01-01,1684.28,Normal
441,441,2024-01-01,3148.96,Normal
442,442,2024-01-01,3144.37,Normal
443,443,2024-01-01,2274.64,Normal
444,444,2024-01-01,2841.62,Normal
445,445,2024-01-01,914.66,Normal
446,446,2024-01-01,2709.08,Normal
447,447,2024-01-01,1019.12,Normal
448,448,2024-01-01,3043.18,Normal
449,449,2024-01-01,2853.23,Normal
450,450,2024-01-01,556.57,Estimada
451,451,2024-01-01,315.22,Normal
452,452,2024-01-01,2438.24,Normal
453,453,2024-01-01,2409.03,Normal
454,454,2024-01-01,917.75,Normal
455,455,2024-01-01,3343.93,Normal
456,456,2024-01-01,3209.83,Normal
457,457,2024-01-01,2811.5,Normal
458,458,2024-01-01,3287.89,Normal
459,459,2024-01-01,2664.87,Normal
460,460,2024-01-01,3133.7,Normal
461,461,2024-01-01,2897.39,Normal
462,462,2024-01-01,3428.94,Normal
463,463,2024-01-01,3891.04,Normal
464,464,2024-01-01,0.0,Normal
465,465,2024-01-01,527.79,Normal
466,466,2024-01-01,4273.42,Normal
467,467,2024-01-01,2849.37,Normal
468,468,2024-01-01,2841.33,Normal
469,469,2024-01-01,3641.05,Estimada
470,470,2024-01-01,3058.43,Normal
471,471,2024-01-01,658.47,Normal
472,472,2024-01-01,3950.47,Normal
473,473,2024-01-01,3399.13,Normal
474,474,2024-01-01,402.07,Normal
475,475,2024-01-01,3667.9,Normal
476,476,2024-01-01,2929.58,Normal
477,477,2024-01-01,352.01,Normal
478,478,2024-01-01,3541.8,Normal
479,479,2024-01-01,3131.18,Normal
480,480,2024-01-01,1025.6,Normal
481,481,2024-01-01,1595.41,Normal
482,482,2024-01-01,0.0,Normal
483,483,2024-01-01,363.79,Normal
484,484,2024-01-01,462.54,Normal
485,485,2024-01-01,0.0,Normal
486,486,2024-01-01,522.13,Normal
487,487,2024-01-01,3113.83,Normal
488,488,2024-01-01,1942.04,Normal
489,489,2024-01-01,1136.82,Normal
490,490,2024-01-01,2750.87,Normal
491,491,2024-01-01,3053.58,Normal
492,492,2024-01-01,3598.35,Normal
493,493,2024-01-01,2530.91,Normal
494,494,2024-01-01,570.93,Estimada
495,495,2024-01-01,2442.63,Normal
496,496,2024-01-01,3048.84,Normal
497,497,2024-01-01,2925.74,Normal
498,498,2024-01-01,3368.19,Normal
499,499,2024-01-01,2979.71,Normal
500,500,2024-01-01,0.0,Normal
501,501,2024-01-01,2298.12,Normal
502,502,2024-01-01,2273.42,Normal
503,503,2024-01-01,507.16,Normal
504,504,2024-01-01,578.09,Normal
505,505,2024-01-01,490.85,Normal
506,506,2024-01-01,3198.62,Normal
507,507,2024-01-01,828.24,Normal
508,508,2024-01-01,2754.61,Normal
509,509,2024-01-01,69.97,Normal
510,510,2024-01-01,3278.42,Normal
511,511,2024-01-01,3317.45,Normal
512,512,2024-01-01,2745.64,Normal
513,513,2024-01-01,3162.2,Normal
514,514,2024-01-01,321.04,Normal
515,515,2024-01-01,48.96,Normal
516,516,2024-01-01,3530.32,Normal
517,517,2024-01-01,1359.43,Normal
518,518,2024-01-01,2856.45,Normal
519,519,2024-01-01,3261.88,Normal
520,520,2024-01-01,635.71,Normal
521,521,2024-01-01,2155.72,Normal
522,522,2024-01-01,1071.08,Normal
523,523,2024-01-01,3163.4,Normal
524,524,2024-01-01,3814.5,Normal
525,525,2024-01-01,2738.23,Estimada
526,526,2024-01-01,481.32,Estimada
527,527,2024-01-01,45.32,Normal
528,528,2024-01-01,3014.44,Normal
529,529,2024-01-01,2958.2,Normal
530,530,2024-01-01,2037.76,Normal
531,531,2024-01-01,4041.17,Estimada
532,532,2024-01-01,0.0,Normal
533,533,2024-01-01,3268.2,Normal
534,534,2024-01-01,3153.47,Normal
535,535,2024-01-01,1258.76,Normal
536,536,2024-01-01,3847.66,Normal
537,537,2024-01-01,2488.39,Normal
538,538,2024-01-01,2602.79,Normal
539,539,2024-01-01,3361.35,Normal
540,540,2024-01-01,2568.82,Estimada
541,541,2024-01-01,1619.87,Normal
542,542,2024-01-01,3230.04,Normal
543,543,2024-01-01,1107.13,Normal
544,544,2024-01-01,2566.0,Normal
545,545,2024-01-01,3604.63,Normal
546,546,2024-01-01,2280.22,Normal
547,547,2024-01-01,3090.29,Normal
548,548,2024-01-01,572.62,Normal
549,549,2024-01-01,3769.8,Normal
550,550,2024-01-01,2651.92,Normal
551,551,2024-01-01,4054.72,Normal
552,552,2024-01-01,3392.3,Normal
553,553,2024-01-01,3195.31,Normal
554,554,2024-01-01,3396.47,Normal
555,555,2024-01-01,2931.78,Normal
556,556,2024-01-01,2191.08,Normal
557,557,2024-01-01,2449.17,Normal
558,558,2024-01-01,818.15,Normal
559,559,2024-01-01,2605.53,Normal
560,560,2024-01-01,2764.59,Normal
561,561,2024-01-01,3575.15,Normal
562,562,2024-01-01,639.92,Normal
563,563,2024-01-01,3740.62,Normal
564,564,2024-01-01,2760.71,Normal
565,565,2024-01-01,431.61,Normal
566,566,2024-01-01,3544.92,Normal
567,567,2024-01-01,3212.65,Normal
568,568,2024-01-01,4109.37,Normal
569,569,2024-01-01,2457.73,Normal
570,570,2024-01-01,2491.88,Normal
571,571,2024-01-01,3113.15,Normal
572,572,2024-01-01,713.73,Normal
573,573,2024-01-01,17.85,Normal
574,574,2024-01-01,3467.94,Normal
575,575,2024-01-01,780.15,Normal
576,576,2024-01-01,192.19,Normal
577,577,2024-01-01,3094.86,Normal
578,578,2024-01-01,950.81,Normal
579,579,2024-01-01,592.45,Normal
580,580,2024-01-01,2473.52,Normal
581,581,2024-01-01,2060.22,Estimada
582,582,2024-01-01,2405.46,Normal
583,583,2024-01-01,3369.04,Normal
584,584,2024-01-01,3055.44,Normal
585,585,2024-01-01,2792.77,Normal
586,586,2024-01-01,2695.71,Normal
587,587,2024-01-01,2670.86,Normal
588,588,2024-01-01,2803.12,Estimada
589,589,2024-01-01,2907.33,Normal
590,590,2024-01-01,0.0,Estimada
591,591,2024-01-01,498.25,Normal
592,592,2024-01-01,2515.0,Normal
593,593,2024-01-01,2501.88,Normal
594,594,2024-01-01,2969.23,Normal
595,595,2024-01-01,3109.96,Normal
596,596,2024-01-01,2336.95,Normal
597,597,2024-01-01,966.89,Normal
598,598,2024-01-01,2837.32,Normal
599,599,2024-01-01,824.07,Normal
600,600,2024-01-01,877.93,Normal
601,601,2024-01-01,3069.15,Normal
602,602,2024-01-01,330.04,Normal
603,603,2024-01-01,1001.04,Normal
604,604,2024-01-01,3258.6,Normal
605,605,2024-01-01,649.19,Normal
606,606,2024-01-01,2682.55,Estimada
607,607,2024-01-01,3251.64,Estimada
608,608,2024-01-01,906.54,Normal
609,609,2024-01-01,2570.46,Estimada
610,610,2024-01-01,3597.67,Normal
611,611,2024-01-01,808.52,Normal
612,612,2024-01-01,683.69,Normal
613,613,2024-01-01,2865.5,Normal
614,614,2024-01-01,1282.59,Normal
615,615,2024-01-01,2618.43,Normal
616,616,2024-01-01,567.88,Normal
617,617,2024-01-01,2869.52,Normal
618,618,2024-01-01,2356.11,Normal
619,619,2024-01-01,2576.69,Normal
620,620,2024-01-01,3365.62,Normal
621,621,2024-01-01,3941.18,Normal
622,622,2024-01-01,893.16,Normal
623,623,2024-01-01,759.93,Normal
624,624,2024-01-01,1471.8,Normal
625,625,2024-01-01,32.82,Normal
626,626,2024-01-01,2666.88,Normal
627,627,2024-01-01,3156.03,Normal
628,628,2024-01-01,574.97,Normal
629,629,2024-01-01,3086.3,Normal
630,630,2024-01-01,278.64,Estimada
631,631,2024-01-01,593.9,Normal
632,632,2024-01-01,2203.14,Normal
633,633,2024-01-01,3735.16,Normal
634,634,2024-01-01,662.72,Normal
635,635,2024-01-01,916.45,Normal
636,636,2024-01-01,625.89,Normal
637,637,2024-01-01,3451.72,Normal
638,638,2024-01-01,3030.3,Normal
639,639,2024-01-01,3621.59,Normal
640,640,2024-01-01,2550.59,Normal
641,641,2024-01-01,3557.26,Estimada
642,642,2024-01-01,3556.97,Normal
643,643,2024-01-01,2155.47,Normal
644,644,2024-01-01,140.34,Normal
645,645,2024-01-01,3327.33,Normal
646,646,2024-01-01,592.33,Normal
647,647,2024-01-01,2914.91,Normal
648,648,2024-01-01,2342.97,Normal
649,649,2024-01-01,976.84,Normal
650,650,2024-01-01,2977.62,Normal
651,651,2024-01-01,3005.09,Normal
652,652,2024-01-01,592.47,Normal
653,653,2024-01-01,3142.96,Normal
654,654,2024-01-01,90.5,Normal
655,655,2024-01-01,3015.51,Normal
656,656,2024-01-01,3311.76,Normal
657,657,2024-01-01,2588.78,Normal
658,658,2024-01-01,3658.48,Normal
659,659,2024-01-01,1024.99,Normal
660,660,2024-01-01,2841.11,Normal
661,661,2024-01-01,379.54,Normal
662,662,2024-01-01,0.0,Estimada
663,663,2024-01-01,3281.16,Normal
664,664,2024-01-01,3208.63,Normal
665,665,2024-01-01,2725.43,Normal
666,666,2024-01-01,1134.84,Normal
667,667,2024-01-01,530.16,Normal
668,668,2024-01-01,2338.36,Normal
669,669,2024-01-01,2721.36,Normal
670,670,2024-01-01,2271.58,Normal
671,671,2024-01-01,2247.94,Normal
672,672,2024-01-01,0.0,Normal
673,673,2024-01-01,2957.72,Normal
674,674,2024-01-01,2663.86,Normal
675,675,2024-01-01,0.0,Normal
676,676,2024-01-01,1305.09,Estimada
677,677,2024-01-01,2598.01,Estimada
678,678,2024-01-01,3373.04,Normal
679,679,2024-01-01,2457.27,Normal
680,680,2024-01-01,3354.21,Normal
681,681,2024-01-01,2033.28,Normal
682,682,2024-01-01,3844.4,Normal
683,683,2024-01-01,391.02,Estimada
684,684,2024-01-01,2444.67,Normal
685,685,2024-01-01,3710.13,Normal
686,686,2024-01-01,2732.64,Normal
687,687,2024-01-01,0.0,Normal
688,688,2024-01-01,606.82,Normal
689,689,2024-01-01,2784.95,Normal
690,690,2024-01-01,543.18,Normal
691,691,2024-01-01,838.58,Normal
692,692,2024-01-01,2817.32,Normal
693,693,2024-01-01,949.72,Normal
694,694,2024-01-01,3372.29,Normal
695,695,2024-01-01,1537.54,Normal
696,696,2024-01-01,1123.91,Normal
697,697,2024-01-01,2916.4,Normal
698,698,2024-01-01,3333.08,Normal
699,699,2024-01-01,175.09,Normal
700,700,2024-01-01,566.98,Normal
701,701,2024-01-01,2708.94,Normal
702,702,2024-01-01,205.98,Normal
703,703,2024-01-01,2703.1,Normal
